AGE,GENDER,MARITAL_STATUS,GROSS_ANNUAL_INCOME,EDUCATION,OCCUPATION,CASH,EQUITY,INSURANCE,FIXED_DEPOSIT,GOLD,MUTUAL_FUNDS,BEH,RP1,RP2,RP3,RA1,RA2,RA3,FQPB,PBC1,PBC2,PBC3,PBC4,GOAL,BI1,BI2,RA_total,RP_total,PBC_total,BI_total,GOAL_scaled,RA_total_scaled,RP_total_scaled,PBC_total_scaled,BI_total_scaled,FQPB_scaled,GENDER_encoded,EDUCATION_encoded,OCCUPATION_encoded,MARITAL_STATUS_encoded
3,2,2,3,4,2,4,2,1,1,4,1,1,2,1,1,3,2,2,7,7,6,7,6,384,6,6,7,4,26,12,0.03408585153346947,-1.2878244392253941,-1.1121063358564962,0.7050550046110241,0.3939612003608871,1.0944983646724256,1,3,1,1
4,2,2,3,4,3,3,2,5,1,1,3,3,5,5,5,3,4,4,5,6,7,5,7,463,5,4,11,15,25,9,0.3187052669992237,-0.41096369428802326,1.1918254454170019,0.4854391968419055,-0.6368362496555363,0.02774074196174343,1,3,2,1
3,2,1,5,4,2,3,1,2,3,2,2,2,2,2,2,3,3,3,6,6,6,7,7,3,6,6,9,6,26,12,-1.338572342041877,-0.8493940667567087,-0.6932096483522239,0.7050550046110241,0.3939612003608871,0.5611195533170845,1,3,1,0
2,1,1,2,3,2,3,3,2,2,3,2,2,3,4,3,3,5,4,4,4,3,3,4,453,5,3,12,10,14,8,0.28267749288963456,-0.19174850805368054,0.14458372665632088,-1.930334688618399,-0.9804353996610108,-0.5056380693935977,0,2,1,0
3,2,2,3,4,2,2,2,2,3,3,3,3,3,5,4,4,4,3,3,5,4,5,5,415,4,3,11,12,19,7,0.1457719512731958,-0.41096369428802326,0.5634804141605932,-0.832255649772806,-1.3240345496664854,-1.0390168807489388,1,3,1,1
4,2,2,3,2,3,1,1,1,3,1,2,2,5,4,4,5,6,5,6,6,1,6,3,874,3,6,16,13,16,9,1.7994467829033376,0.6851122368836904,0.7729287579127294,-1.4911030730801618,-0.6368362496555363,0.5611195533170845,1,1,2,1
3,2,2,2,3,2,2,2,3,3,2,1,1,3,4,2,3,4,4,6,5,3,3,5,426,7,5,11,9,16,12,0.18540250279374387,-0.41096369428802326,-0.0648646170958153,-1.4911030730801618,0.3939612003608871,0.5611195533170845,1,2,1,1
4,2,2,2,2,2,3,3,2,2,2,3,3,3,5,5,3,4,4,3,5,3,6,5,731,4,2,11,13,19,6,1.2842496131362127,-0.41096369428802326,0.7729287579127294,-0.832255649772806,-1.6676336996719598,-1.0390168807489388,1,1,1,1
4,2,2,2,2,3,3,5,2,2,1,2,2,4,5,4,3,2,3,3,6,4,6,5,873,5,2,8,13,21,7,1.7958440054923785,-1.0686092529910514,0.7729287579127294,-0.39302403423456883,-1.3240345496664854,-1.0390168807489388,1,1,2,1
3,2,2,2,3,3,2,2,2,2,3,2,2,5,4,4,5,5,4,4,6,4,3,6,763,3,3,14,13,19,6,1.399538490286898,0.24668186441500492,0.7729287579127294,-0.832255649772806,-1.6676336996719598,-0.5056380693935977,1,2,2,1
2,2,1,2,4,3,1,2,2,2,3,2,2,4,2,3,3,4,3,4,5,3,4,6,671,3,3,10,9,18,6,1.068082968478678,-0.630178880522366,-0.0648646170958153,-1.0518714575419246,-1.6676336996719598,-0.5056380693935977,1,3,2,0
3,2,2,2,3,3,3,2,2,2,3,4,4,3,5,5,3,4,4,3,6,3,4,6,476,6,5,11,13,19,11,0.36554137334168957,-0.41096369428802326,0.7729287579127294,-0.832255649772806,0.050362050355412635,-1.0390168807489388,1,2,2,1
3,2,2,6,4,2,6,3,1,3,3,1,1,1,1,1,3,2,2,7,5,7,7,7,521,7,6,7,3,26,13,0.5276663568348408,-1.2878244392253941,-1.3215546796086324,0.7050550046110241,0.7375603503663616,1.0944983646724256,1,3,1,1
4,2,2,6,4,2,6,5,3,2,1,4,4,5,2,3,5,5,3,7,6,6,6,6,713,6,6,13,10,24,12,1.2193996197389523,0.0274666781806622,0.14458372665632088,0.26582338907278696,0.3939612003608871,1.0944983646724256,1,3,1,1
3,2,2,6,4,2,3,5,3,5,1,2,2,3,3,4,2,2,2,7,6,6,6,6,251,6,6,6,10,24,12,-0.44508354412406614,-1.507039625459737,0.14458372665632088,0.26582338907278696,0.3939612003608871,1.0944983646724256,1,3,1,1
3,2,1,6,4,3,1,1,6,1,5,6,6,7,7,7,1,1,1,1,1,1,7,7,812,1,1,3,21,16,2,1.5760745834238847,-2.164685184162765,2.448515507929819,-1.4911030730801618,-3.0420302996938577,-2.105774503459621,1,3,2,0
4,2,2,6,4,2,4,4,3,2,1,4,4,5,5,5,5,5,7,1,2,1,2,2,327,1,2,17,15,7,3,-0.17127246089118864,0.9043274231180332,1.1918254454170019,-3.467645343002229,-2.6984311496883833,-2.105774503459621,1,3,1,1
4,2,2,3,3,4,2,3,1,1,2,1,1,2,2,1,6,5,1,7,6,6,6,7,248,7,7,12,5,25,14,-0.4558918763569429,-0.19174850805368054,-0.90265799210436,0.4854391968419055,1.0811595003718362,1.0944983646724256,1,2,3,1
4,2,2,3,3,3,2,4,3,4,5,1,1,2,1,1,3,3,6,6,6,6,6,7,274,7,7,12,4,25,14,-0.3622196636720111,-0.19174850805368054,-1.1121063358564962,0.4854391968419055,1.0811595003718362,0.5611195533170845,1,2,2,1
3,2,2,2,4,1,3,3,2,1,4,1,1,1,2,1,2,3,1,7,6,7,6,7,718,7,6,6,4,26,13,1.2374135067937468,-1.507039625459737,-1.1121063358564962,0.7050550046110241,0.7375603503663616,1.0944983646724256,1,3,0,1
5,2,1,3,3,3,2,3,2,3,2,1,1,1,2,1,5,2,3,7,7,7,5,7,327,7,7,10,4,26,14,-0.17127246089118864,-0.630178880522366,-1.1121063358564962,0.7050550046110241,1.0811595003718362,1.0944983646724256,1,2,2,0
4,2,2,3,3,3,2,4,3,4,3,1,1,3,1,2,5,3,3,7,6,7,7,7,784,7,7,11,6,27,14,1.4751968159170352,-0.41096369428802326,-0.6932096483522239,0.9246708123801427,1.0811595003718362,1.0944983646724256,1,2,2,1
3,2,2,2,3,3,3,4,2,4,3,1,1,6,2,1,3,3,2,7,7,7,7,6,724,7,7,8,9,27,14,1.2590301712595002,-1.0686092529910514,-0.0648646170958153,0.9246708123801427,1.0811595003718362,1.0944983646724256,1,2,2,1
3,2,2,2,3,3,3,1,3,3,3,6,6,3,3,5,5,1,3,2,3,3,5,2,417,2,2,9,11,13,4,0.15297750609511365,-0.8493940667567087,0.3540320704084571,-2.1499504963875173,-2.354831999682909,-1.5723956921042799,1,2,2,1
3,1,3,5,4,2,6,6,6,1,1,6,6,4,4,4,5,1,2,1,5,5,5,4,234,5,6,8,12,19,11,-0.5063307601103677,-1.0686092529910514,0.5634804141605932,-0.832255649772806,0.050362050355412635,-2.105774503459621,0,3,1,2
3,2,1,6,4,2,5,6,5,5,3,4,4,3,3,3,6,6,6,5,6,6,5,6,671,7,7,18,9,23,14,1.068082968478678,1.123542609352376,-0.0648646170958153,0.04620758130366836,1.0811595003718362,0.02774074196174343,1,3,1,0
3,2,2,6,4,2,6,1,6,6,6,1,1,2,1,2,2,2,1,7,7,7,7,7,152,7,7,5,5,28,14,-0.8017585078089986,-1.7262548116940797,-0.90265799210436,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,1,1
3,2,2,6,4,2,2,3,3,3,6,1,1,2,2,3,6,2,3,7,5,6,5,4,21,7,7,11,7,20,14,-1.2737223486446165,-0.41096369428802326,-0.4837613046000877,-0.6126398420036874,1.0811595003718362,1.0944983646724256,1,3,1,1
2,1,2,6,4,3,4,6,2,1,3,6,6,3,4,3,6,3,7,1,4,4,4,4,432,4,4,16,10,16,8,0.20701916725949737,0.6851122368836904,0.14458372665632088,-1.4911030730801618,-0.9804353996610108,-2.105774503459621,0,3,2,1
3,2,2,6,4,2,6,6,6,4,6,1,1,2,2,2,2,2,6,7,5,6,6,2,251,7,2,10,6,19,9,-0.44508354412406614,-0.630178880522366,-0.6932096483522239,-0.832255649772806,-0.6368362496555363,1.0944983646724256,1,3,1,1
3,2,2,6,4,2,5,4,5,4,6,3,3,7,5,6,6,7,2,4,4,4,6,5,64,5,5,15,18,19,10,-1.118802919973383,0.46589705064934767,1.8201704766734104,-0.832255649772806,-0.29323709965006184,-0.5056380693935977,1,3,1,1
4,2,2,6,4,2,6,6,5,5,4,2,2,3,3,6,6,5,5,6,5,5,6,6,154,6,6,16,12,22,12,-0.7945529529870808,0.6851122368836904,0.5634804141605932,-0.17340822646545023,0.3939612003608871,0.5611195533170845,1,3,1,1
5,2,2,2,3,2,2,3,2,2,1,1,1,1,1,1,7,6,7,6,7,7,7,7,678,7,7,20,3,28,14,1.0933024103553903,1.5619729818210613,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,2,1,1
2,2,1,3,4,1,2,3,2,3,3,1,1,1,2,1,7,7,7,7,7,7,7,7,426,7,1,21,4,28,8,0.18540250279374387,1.781188168055404,-1.1121063358564962,1.1442866201492612,-0.9804353996610108,1.0944983646724256,1,3,0,0
2,2,2,3,4,1,1,2,2,2,2,2,2,1,1,1,7,7,6,4,7,7,7,7,462,7,1,20,3,28,8,0.3151024895882648,1.5619729818210613,-1.3215546796086324,1.1442866201492612,-0.9804353996610108,-0.5056380693935977,1,3,0,1
6,2,2,1,3,4,3,4,2,2,4,4,4,3,4,4,3,3,4,3,5,5,5,4,563,3,3,10,11,19,6,0.6789830080951151,-0.630178880522366,0.3540320704084571,-0.832255649772806,-1.6676336996719598,-1.0390168807489388,1,2,3,1
3,2,2,3,4,2,3,4,1,3,3,1,1,1,2,1,5,1,4,6,7,7,6,6,327,7,6,10,4,26,13,-0.17127246089118864,-0.630178880522366,-1.1121063358564962,0.7050550046110241,0.7375603503663616,0.5611195533170845,1,3,1,1
2,2,1,2,3,6,6,5,2,1,6,5,5,4,4,4,2,2,2,3,3,4,3,3,471,5,4,6,12,13,9,0.347527486286895,-1.507039625459737,0.5634804141605932,-2.1499504963875173,-0.6368362496555363,-1.0390168807489388,1,2,5,0
3,2,2,3,3,2,2,3,2,4,3,1,1,2,1,1,4,3,6,7,6,7,6,6,243,7,6,13,4,25,13,-0.47390576341173746,0.0274666781806622,-1.1121063358564962,0.4854391968419055,0.7375603503663616,1.0944983646724256,1,2,1,1
3,2,2,3,4,2,4,3,1,1,3,1,1,1,1,1,6,2,3,6,7,7,6,6,174,7,7,11,3,26,14,-0.7224974047679026,-0.41096369428802326,-1.3215546796086324,0.7050550046110241,1.0811595003718362,0.5611195533170845,1,3,1,1
4,2,2,4,3,1,1,2,1,1,2,1,1,1,1,2,7,6,7,6,7,7,7,7,274,7,7,20,4,28,14,-0.3622196636720111,1.5619729818210613,-1.1121063358564962,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,2,0,1
3,1,2,2,3,2,2,4,3,2,4,1,1,1,1,2,5,3,6,5,7,6,7,6,423,6,6,14,4,26,12,0.17459417056086712,0.24668186441500492,-1.1121063358564962,0.7050550046110241,0.3939612003608871,0.02774074196174343,0,2,1,1
5,2,3,4,4,1,1,3,1,1,2,1,1,1,1,2,5,3,4,7,7,7,7,7,178,7,1,12,4,28,8,-0.7080862951240668,-0.19174850805368054,-1.1121063358564962,1.1442866201492612,-0.9804353996610108,1.0944983646724256,1,3,0,2
3,2,2,3,4,2,3,4,2,1,3,1,1,1,1,1,5,4,2,7,6,6,6,7,843,7,6,11,3,25,13,1.6877606831636112,-0.41096369428802326,-1.3215546796086324,0.4854391968419055,0.7375603503663616,1.0944983646724256,1,3,1,1
2,2,1,2,4,6,6,1,5,4,3,2,2,7,7,7,2,2,1,1,4,4,3,3,4,7,5,5,21,14,12,-1.3349695646309179,-1.7262548116940797,2.448515507929819,-1.930334688618399,0.3939612003608871,-2.105774503459621,1,3,5,0
3,2,2,3,3,2,3,3,1,2,3,1,1,1,1,2,2,1,1,6,7,6,6,6,734,6,7,4,4,25,13,1.2950579453690896,-1.9454699979284225,-1.1121063358564962,0.4854391968419055,0.7375603503663616,0.5611195533170845,1,2,1,1
5,2,2,2,4,2,3,3,5,2,1,3,3,5,5,5,5,5,4,1,5,5,7,5,1,4,3,14,15,22,7,-1.3457778968637948,0.24668186441500492,1.1918254454170019,-0.17340822646545023,-1.3240345496664854,-2.105774503459621,1,3,1,1
5,2,2,4,4,1,2,2,1,1,2,1,1,1,1,2,7,6,7,7,7,7,7,7,871,7,1,20,4,28,8,1.7886384506704607,1.5619729818210613,-1.1121063358564962,1.1442866201492612,-0.9804353996610108,1.0944983646724256,1,3,0,1
2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,6,7,264,7,1,21,3,27,8,-0.39824743778160027,1.781188168055404,-1.3215546796086324,0.9246708123801427,-0.9804353996610108,0.5611195533170845,1,2,1,0
3,2,2,3,4,2,4,3,2,2,4,1,1,1,2,1,4,2,5,7,7,6,6,7,724,6,6,11,4,26,12,1.2590301712595002,-0.41096369428802326,-1.1121063358564962,0.7050550046110241,0.3939612003608871,1.0944983646724256,1,3,1,1
3,1,2,3,4,6,2,4,1,2,4,1,1,2,1,1,2,1,5,6,6,6,7,7,387,7,6,8,4,26,13,0.04489418376634621,-1.0686092529910514,-1.1121063358564962,0.7050550046110241,0.7375603503663616,0.5611195533170845,0,3,5,1
3,2,2,3,3,3,5,4,3,3,3,5,5,5,4,4,4,5,4,5,6,3,6,4,8,5,3,13,13,19,8,-1.3205584549870824,0.0274666781806622,0.7729287579127294,-0.832255649772806,-0.9804353996610108,0.02774074196174343,1,2,2,1
4,2,2,3,4,2,5,4,6,4,4,5,5,6,5,5,4,4,6,5,6,5,5,7,586,6,6,14,16,23,12,0.7618468885471702,0.24668186441500492,1.401273789169138,0.04620758130366836,0.3939612003608871,0.02774074196174343,1,3,1,1
4,1,2,4,3,3,3,3,4,5,3,4,4,3,3,4,4,4,3,6,5,4,4,6,153,6,4,11,10,19,10,-0.7981557303980398,-0.41096369428802326,0.14458372665632088,-0.832255649772806,-0.29323709965006184,0.5611195533170845,0,2,2,1
3,2,2,3,3,1,3,3,5,5,4,6,6,4,3,5,3,3,3,6,4,7,4,6,478,6,5,9,12,21,11,0.37274692816360744,-0.8493940667567087,0.5634804141605932,-0.39302403423456883,0.050362050355412635,0.5611195533170845,1,2,0,1
2,2,1,2,2,2,2,3,3,4,4,3,3,3,3,2,3,5,4,4,3,2,3,5,462,3,3,12,8,13,6,0.3151024895882648,-0.19174850805368054,-0.2743129608479515,-2.1499504963875173,-1.6676336996719598,-0.5056380693935977,1,1,1,0
3,2,2,4,3,3,6,5,5,5,6,5,5,4,5,5,5,6,5,6,7,4,7,6,314,5,6,16,14,24,11,-0.21810856723365452,0.6851122368836904,0.9823771016648657,0.26582338907278696,0.050362050355412635,0.5611195533170845,1,2,2,1
4,2,2,4,4,3,4,5,4,4,6,5,5,4,5,4,5,6,5,6,3,6,6,4,642,5,5,16,13,19,10,0.9636024235608693,0.6851122368836904,0.7729287579127294,-0.832255649772806,-0.29323709965006184,0.5611195533170845,1,3,2,1
3,2,2,4,3,3,3,3,4,4,5,3,3,6,6,3,6,5,5,6,3,6,6,5,472,7,3,16,15,20,10,0.35113026369785394,0.6851122368836904,1.1918254454170019,-0.6126398420036874,-0.29323709965006184,0.5611195533170845,1,2,2,1
4,2,2,3,2,3,4,4,5,6,5,5,5,2,4,3,3,4,3,6,6,3,3,6,658,6,5,10,9,18,11,1.021246862136212,-0.630178880522366,-0.0648646170958153,-1.0518714575419246,0.050362050355412635,0.5611195533170845,1,1,2,1
4,2,2,2,3,2,5,4,5,4,5,6,6,1,2,1,7,5,6,5,7,7,7,7,682,7,7,18,4,28,14,1.1077135199992258,1.123542609352376,-1.1121063358564962,1.1442866201492612,1.0811595003718362,0.02774074196174343,1,2,1,1
2,2,1,1,4,6,2,2,2,2,2,2,2,4,4,3,6,7,6,1,1,4,6,2,43,5,5,19,11,13,10,-1.1944612456035204,1.3427577955867187,0.3540320704084571,-2.1499504963875173,-0.29323709965006184,-2.105774503459621,1,3,5,0
4,1,2,2,3,5,5,4,3,5,2,3,3,2,2,3,1,2,3,2,5,6,4,6,5,3,3,6,7,21,6,-1.331366787219959,-1.507039625459737,-0.4837613046000877,-0.39302403423456883,-1.6676336996719598,-1.5723956921042799,0,2,4,1
4,2,2,4,3,2,1,1,1,1,2,1,1,1,1,1,7,5,7,5,7,7,7,7,187,7,1,19,3,28,8,-0.6756612984254367,1.3427577955867187,-1.3215546796086324,1.1442866201492612,-0.9804353996610108,0.02774074196174343,1,2,1,1
2,2,1,3,3,2,1,1,1,2,2,1,1,1,1,2,6,5,7,6,7,7,7,6,546,7,1,18,4,27,8,0.6177357921088136,1.123542609352376,-1.1121063358564962,0.9246708123801427,-0.9804353996610108,0.5611195533170845,1,2,1,0
4,1,2,2,4,2,4,5,5,4,3,4,4,5,5,5,5,5,5,2,4,4,4,5,32,2,6,15,15,17,8,-1.2340917971240684,0.46589705064934767,1.1918254454170019,-1.2714872653110432,-0.9804353996610108,-1.5723956921042799,0,3,1,1
3,1,2,2,3,1,5,5,4,4,4,4,4,4,3,4,4,4,3,3,6,6,5,5,8,5,6,11,11,22,11,-1.3205584549870824,-0.41096369428802326,0.3540320704084571,-0.17340822646545023,0.050362050355412635,-1.0390168807489388,0,2,0,1
3,2,2,2,3,3,5,4,4,4,5,5,5,3,4,4,5,4,4,4,5,5,4,6,6,5,6,13,11,20,11,-1.3277640098090002,0.0274666781806622,0.3540320704084571,-0.6126398420036874,0.050362050355412635,-0.5056380693935977,1,2,2,1
2,2,1,3,3,3,1,1,1,3,1,1,1,1,1,2,6,7,7,6,7,7,7,7,257,7,1,20,4,28,8,-0.42346687965831264,1.5619729818210613,-1.1121063358564962,1.1442866201492612,-0.9804353996610108,0.5611195533170845,1,2,2,0
3,1,2,2,4,1,3,5,3,4,4,4,4,4,3,4,6,5,5,4,5,4,4,5,1,5,5,16,11,18,10,-1.3457778968637948,0.6851122368836904,0.3540320704084571,-1.0518714575419246,-0.29323709965006184,-0.5056380693935977,0,3,0,1
3,2,2,3,4,2,3,3,2,1,3,1,1,1,1,1,6,5,5,7,7,6,6,6,278,6,7,16,3,25,13,-0.34780855402817545,0.6851122368836904,-1.3215546796086324,0.4854391968419055,0.7375603503663616,1.0944983646724256,1,3,1,1
3,1,2,3,4,2,2,3,2,1,3,2,2,1,1,2,4,1,3,6,6,6,7,7,324,6,6,8,4,26,12,-0.1820807931240654,-1.0686092529910514,-1.1121063358564962,0.7050550046110241,0.3939612003608871,0.5611195533170845,0,3,1,1
3,2,2,3,2,2,3,4,4,4,5,5,5,4,5,6,5,6,4,5,6,5,6,5,427,5,6,15,15,22,11,0.18900528020470278,0.46589705064934767,1.1918254454170019,-0.17340822646545023,0.050362050355412635,0.02774074196174343,1,1,1,1
2,1,2,2,3,2,2,4,3,2,5,3,3,3,4,4,4,3,3,3,3,5,3,5,738,4,3,10,11,16,7,1.309469055012925,-0.630178880522366,0.3540320704084571,-1.4911030730801618,-1.3240345496664854,-1.0390168807489388,0,2,1,1
4,1,2,3,3,2,5,4,3,4,3,4,4,6,5,4,3,4,3,6,5,7,6,4,624,3,4,10,15,22,7,0.898752430163609,-0.630178880522366,1.1918254454170019,-0.17340822646545023,-1.3240345496664854,0.5611195533170845,0,2,1,1
2,2,1,2,4,2,4,4,3,3,5,3,3,3,5,4,3,4,5,3,6,3,3,5,367,4,6,12,12,17,10,-0.02716136445283207,-0.19174850805368054,0.5634804141605932,-1.2714872653110432,-0.29323709965006184,-1.0390168807489388,1,3,1,0
3,2,2,3,1,3,5,4,3,4,5,6,6,3,4,4,5,4,3,3,4,7,4,7,318,6,5,12,11,22,11,-0.20369745758981886,-0.19174850805368054,0.3540320704084571,-0.17340822646545023,0.050362050355412635,-1.0390168807489388,1,0,2,1
5,2,2,4,4,1,1,1,1,1,1,1,1,1,1,2,6,5,5,6,7,7,7,7,187,7,2,16,4,28,9,-0.6756612984254367,0.6851122368836904,-1.1121063358564962,1.1442866201492612,-0.6368362496555363,0.5611195533170845,1,3,0,1
3,1,2,2,3,2,2,3,2,2,3,1,1,1,1,2,5,2,5,6,7,7,7,6,248,6,5,12,4,27,11,-0.4558918763569429,-0.19174850805368054,-1.1121063358564962,0.9246708123801427,0.050362050355412635,0.5611195533170845,0,2,1,1
3,2,2,3,3,2,5,6,5,2,3,4,4,3,4,2,4,2,3,2,6,4,3,5,732,3,3,9,9,18,6,1.2878523905471717,-0.8493940667567087,-0.0648646170958153,-1.0518714575419246,-1.6676336996719598,-1.5723956921042799,1,2,1,1
2,2,2,2,3,2,4,4,3,4,5,3,3,6,5,3,4,4,3,2,4,5,5,5,852,4,3,11,14,19,7,1.7201856798622415,-0.41096369428802326,0.9823771016648657,-0.832255649772806,-1.3240345496664854,-1.5723956921042799,1,2,1,1
4,2,2,3,4,3,3,3,4,6,4,5,5,4,4,5,4,3,5,4,3,5,5,3,178,3,3,12,13,16,6,-0.7080862951240668,-0.19174850805368054,0.7729287579127294,-1.4911030730801618,-1.6676336996719598,-0.5056380693935977,1,3,2,1
4,2,2,4,3,3,4,5,5,3,5,6,6,6,4,3,5,5,5,6,4,5,4,5,342,4,4,15,13,18,8,-0.11723079972680493,0.46589705064934767,0.7729287579127294,-1.0518714575419246,-0.9804353996610108,0.5611195533170845,1,2,2,1
4,2,2,3,3,3,4,3,3,5,4,5,5,5,4,3,4,5,3,6,4,6,4,7,287,4,6,12,12,21,10,-0.3153835573295452,-0.19174850805368054,0.5634804141605932,-0.39302403423456883,-0.29323709965006184,0.5611195533170845,1,2,2,1
4,2,2,3,3,3,4,3,4,6,3,4,4,5,6,3,6,6,5,5,6,7,5,7,637,5,5,17,14,25,10,0.9455885365060748,0.9043274231180332,0.9823771016648657,0.4854391968419055,-0.29323709965006184,0.02774074196174343,1,2,2,1
