AGE,GENDER,MARITAL_STATUS,GROSS_ANNUAL_INCOME,EDUCATION,OCCUPATION,CASH,EQUITY,INSURANCE,FIXED_DEPOSIT,GOLD,MUTUAL_FUNDS,BEH,RP1,RP2,RP3,RA1,RA2,RA3,FQPB,PBC1,PBC2,PBC3,PBC4,GOAL,BI1,BI2,RA_total,RP_total,PBC_total,BI_total,GOAL_scaled,RA_total_scaled,RP_total_scaled,PBC_total_scaled,BI_total_scaled,FQPB_scaled,GENDER_encoded,EDUCATION_encoded,OCCUPATION_encoded,MARITAL_STATUS_encoded
5,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,7,817,7,1,21,3,28,8,1.5940884704786793,1.781188168055404,-1.3215546796086324,1.1442866201492612,-0.9804353996610108,0.5611195533170845,1,3,0,1
5,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,7,6,7,6,7,7,7,7,871,7,7,20,3,28,14,1.7886384506704607,1.5619729818210613,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,2,1,1
5,2,2,2,3,3,5,2,4,2,5,2,2,3,3,3,3,6,3,5,6,6,6,7,218,7,7,12,9,25,14,-0.5639751986857103,-0.19174850805368054,-0.0648646170958153,0.4854391968419055,1.0811595003718362,0.02774074196174343,1,2,2,1
3,2,2,3,4,2,4,5,3,1,3,1,1,1,1,1,4,3,4,6,7,6,6,6,342,6,7,11,3,25,13,-0.11723079972680493,-0.41096369428802326,-1.3215546796086324,0.4854391968419055,0.7375603503663616,0.5611195533170845,1,3,1,1
4,2,2,4,4,2,1,1,1,1,1,1,1,1,1,1,7,5,7,7,7,7,7,7,827,7,7,19,3,28,14,1.6301162445882684,1.3427577955867187,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,1,1
3,2,2,2,3,3,2,2,3,3,2,2,2,4,5,4,3,3,4,4,4,6,4,5,1,6,6,10,13,19,12,-1.3457778968637948,-0.630178880522366,0.7729287579127294,-0.832255649772806,0.3939612003608871,-0.5056380693935977,1,2,2,1
3,2,2,2,3,2,2,4,2,1,5,1,1,2,1,2,4,2,5,7,6,6,6,7,482,5,6,11,5,25,11,0.38715803780744307,-0.41096369428802326,-0.90265799210436,0.4854391968419055,0.050362050355412635,1.0944983646724256,1,2,1,1
2,2,1,5,4,2,1,1,1,1,1,1,1,1,1,1,7,7,7,5,7,7,7,7,426,6,7,21,3,28,13,0.18540250279374387,1.781188168055404,-1.3215546796086324,1.1442866201492612,0.7375603503663616,0.02774074196174343,1,3,1,0
3,2,2,3,3,2,2,4,3,2,5,1,1,2,2,1,6,4,5,6,6,6,5,6,342,6,7,15,5,23,13,-0.11723079972680493,0.46589705064934767,-0.90265799210436,0.04620758130366836,0.7375603503663616,0.5611195533170845,1,2,1,1
3,2,2,3,4,1,3,5,2,2,4,1,1,1,2,1,5,2,5,6,6,6,7,6,827,7,6,12,4,25,13,1.6301162445882684,-0.19174850805368054,-1.1121063358564962,0.4854391968419055,0.7375603503663616,0.5611195533170845,1,3,0,1
3,2,2,2,4,2,2,3,1,2,3,1,1,1,1,1,3,4,3,5,6,6,7,7,743,5,6,10,3,26,11,1.3274829420677197,-0.630178880522366,-1.3215546796086324,0.7050550046110241,0.050362050355412635,0.02774074196174343,1,3,1,1
3,1,2,3,4,2,2,4,3,1,4,1,1,1,1,1,6,5,6,7,6,6,7,7,432,6,6,17,3,26,12,0.20701916725949737,0.9043274231180332,-1.3215546796086324,0.7050550046110241,0.3939612003608871,1.0944983646724256,0,3,1,1
5,2,2,2,3,2,4,3,4,4,4,5,5,4,3,4,5,4,4,3,6,4,4,5,8,5,4,13,11,19,9,-1.3205584549870824,0.0274666781806622,0.3540320704084571,-0.832255649772806,-0.6368362496555363,-1.0390168807489388,1,2,1,1
3,2,2,6,4,2,1,1,3,3,3,1,1,5,3,3,3,2,2,7,7,7,7,7,18,7,7,7,11,28,14,-1.2845306808774932,-1.2878244392253941,0.3540320704084571,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,1,1
2,2,1,4,3,2,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,7,627,7,7,18,3,28,14,0.9095607623964856,1.123542609352376,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,2,1,0
4,2,2,5,4,1,2,3,1,1,1,1,1,1,1,1,6,6,5,5,7,7,7,6,864,6,7,17,3,27,13,1.7634190087937482,0.9043274231180332,-1.3215546796086324,0.9246708123801427,0.7375603503663616,0.02774074196174343,1,3,0,1
5,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,5,6,5,7,7,7,7,7,178,7,6,16,3,28,13,-0.7080862951240668,0.6851122368836904,-1.3215546796086324,1.1442866201492612,0.7375603503663616,1.0944983646724256,1,2,1,1
2,2,1,4,3,2,1,1,2,3,1,1,1,1,1,2,7,7,7,7,7,7,7,5,546,6,7,21,4,26,13,0.6177357921088136,1.781188168055404,-1.1121063358564962,0.7050550046110241,0.7375603503663616,1.0944983646724256,1,2,1,0
2,2,1,2,3,3,5,5,5,4,5,5,5,6,5,6,6,6,6,5,5,6,5,6,6,6,6,18,17,22,12,-1.3277640098090002,1.123542609352376,1.6107221329212742,-0.17340822646545023,0.3939612003608871,0.02774074196174343,1,2,2,0
5,2,2,5,4,1,2,2,1,1,1,1,1,1,1,1,6,7,6,6,7,7,7,7,718,6,7,19,3,28,13,1.2374135067937468,1.3427577955867187,-1.3215546796086324,1.1442866201492612,0.7375603503663616,0.5611195533170845,1,3,0,1
6,2,2,4,3,3,2,2,1,1,1,1,1,1,1,1,7,7,7,6,7,6,7,7,327,7,7,21,3,27,14,-0.17127246089118864,1.781188168055404,-1.3215546796086324,0.9246708123801427,1.0811595003718362,0.5611195533170845,1,2,2,1
5,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,781,7,7,21,3,28,14,1.4643884836841585,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,0,1
4,2,2,3,4,1,5,3,2,2,3,3,3,6,6,5,6,7,6,4,4,5,4,5,1,5,6,19,17,18,11,-1.3457778968637948,1.3427577955867187,1.6107221329212742,-1.0518714575419246,0.050362050355412635,-0.5056380693935977,1,3,0,1
3,1,2,2,4,1,3,2,3,3,3,2,2,4,5,4,4,3,4,2,4,4,4,4,1,4,4,11,13,16,8,-1.3457778968637948,-0.41096369428802326,0.7729287579127294,-1.4911030730801618,-0.9804353996610108,-1.5723956921042799,0,3,0,1
5,2,2,3,4,3,4,3,4,3,3,5,5,6,6,6,5,5,4,4,5,4,4,3,2,5,6,14,18,16,11,-1.3421751194528357,0.24668186441500492,1.8201704766734104,-1.4911030730801618,0.050362050355412635,-0.5056380693935977,1,3,2,1
4,2,2,5,4,1,1,1,1,1,1,1,1,1,1,2,5,5,6,7,7,7,7,7,712,7,6,16,4,28,13,1.2157968423279935,0.6851122368836904,-1.1121063358564962,1.1442866201492612,0.7375603503663616,1.0944983646724256,1,3,0,1
5,2,2,1,3,3,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,5,5,5,671,4,3,9,12,19,7,1.068082968478678,-0.8493940667567087,0.5634804141605932,-0.832255649772806,-1.3240345496664854,-0.5056380693935977,1,2,2,1
3,1,2,2,3,5,2,2,1,2,1,2,2,5,6,5,5,4,4,1,5,4,4,3,873,3,3,13,16,16,6,1.7958440054923785,0.0274666781806622,1.401273789169138,-1.4911030730801618,-1.6676336996719598,-2.105774503459621,0,2,4,1
5,2,2,2,3,3,3,4,4,4,4,3,3,3,3,3,5,5,4,3,3,4,4,6,4,5,5,14,9,17,10,-1.3349695646309179,0.24668186441500492,-0.0648646170958153,-1.2714872653110432,-0.29323709965006184,-1.0390168807489388,1,2,2,1
5,2,2,2,3,2,4,4,5,5,4,4,4,5,3,3,5,4,4,3,4,4,4,4,18,4,4,13,11,16,8,-1.2845306808774932,0.0274666781806622,0.3540320704084571,-1.4911030730801618,-0.9804353996610108,-1.0390168807489388,1,2,1,1
4,2,2,5,4,2,1,1,1,1,1,1,1,2,1,1,7,7,7,6,7,6,7,7,271,7,7,21,4,27,14,-0.37302799590488783,1.781188168055404,-1.1121063358564962,0.9246708123801427,1.0811595003718362,0.5611195533170845,1,3,1,1
4,2,2,2,3,3,2,3,1,2,1,2,2,5,4,5,3,5,5,4,5,5,5,5,21,5,5,13,14,20,10,-1.2737223486446165,0.0274666781806622,0.9823771016648657,-0.6126398420036874,-0.29323709965006184,-0.5056380693935977,1,2,2,1
3,1,2,3,4,1,5,4,5,3,5,4,4,5,5,6,6,5,5,4,4,4,4,4,16,5,5,16,16,16,10,-1.291736235699411,0.6851122368836904,1.401273789169138,-1.4911030730801618,-0.29323709965006184,-0.5056380693935977,0,3,0,1
4,2,2,3,5,1,4,2,1,1,1,2,2,5,4,5,5,6,6,4,5,6,5,4,21,5,5,17,14,20,10,-1.2737223486446165,0.9043274231180332,0.9823771016648657,-0.6126398420036874,-0.29323709965006184,-0.5056380693935977,1,4,0,1
4,2,2,2,3,1,3,3,4,4,6,5,5,5,4,3,5,6,4,4,6,5,4,7,682,4,5,15,12,22,9,1.1077135199992258,0.46589705064934767,0.5634804141605932,-0.17340822646545023,-0.6368362496555363,-0.5056380693935977,1,2,0,1
4,2,2,2,3,3,2,2,3,3,4,4,4,3,4,2,7,7,5,1,3,5,2,4,165,5,4,19,9,14,9,-0.7549224014665328,1.3427577955867187,-0.0648646170958153,-1.930334688618399,-0.6368362496555363,-2.105774503459621,1,2,2,1
3,2,2,2,3,1,2,3,2,1,3,3,3,5,5,4,3,2,2,4,5,4,5,4,41,4,6,7,14,18,10,-1.201666800425438,-1.2878244392253941,0.9823771016648657,-1.0518714575419246,-0.29323709965006184,-0.5056380693935977,1,2,0,1
3,1,2,2,4,1,5,2,2,1,1,2,2,7,7,6,5,5,6,5,4,5,4,5,81,5,5,16,20,18,10,-1.0575557039870815,0.6851122368836904,2.239067164177683,-1.0518714575419246,-0.29323709965006184,0.02774074196174343,0,3,0,1
3,2,2,3,3,2,3,3,2,4,2,2,2,3,2,3,4,3,2,1,3,4,5,4,635,4,5,9,8,16,9,0.938382981684157,-0.8493940667567087,-0.2743129608479515,-1.4911030730801618,-0.6368362496555363,-2.105774503459621,1,2,1,1
5,2,2,2,3,3,4,3,4,1,2,2,2,3,2,5,3,6,5,2,6,4,1,4,372,3,5,14,10,15,8,-0.0091474773980375,0.24668186441500492,0.14458372665632088,-1.7107188808492804,-0.9804353996610108,-1.5723956921042799,1,2,2,1
5,2,2,2,4,3,4,3,2,3,2,2,2,2,3,3,3,2,4,1,3,6,4,5,6,4,4,9,8,18,8,-1.3277640098090002,-0.8493940667567087,-0.2743129608479515,-1.0518714575419246,-0.9804353996610108,-2.105774503459621,1,3,2,1
4,2,2,3,3,3,3,2,3,3,2,2,2,5,6,5,5,2,5,4,5,4,4,5,641,5,6,12,16,18,11,0.9599996461499104,-0.19174850805368054,1.401273789169138,-1.0518714575419246,0.050362050355412635,-0.5056380693935977,1,2,2,1
2,1,2,2,4,1,2,3,1,2,2,2,2,3,5,5,5,4,4,5,6,4,4,4,18,5,5,13,13,18,10,-1.2845306808774932,0.0274666781806622,0.7729287579127294,-1.0518714575419246,-0.29323709965006184,0.02774074196174343,0,3,0,1
3,2,2,3,4,1,4,3,1,2,2,3,3,6,5,3,5,5,7,4,4,5,5,4,413,6,6,17,14,18,12,0.138566396451278,0.9043274231180332,0.9823771016648657,-1.0518714575419246,0.3939612003608871,-0.5056380693935977,1,3,0,1
3,2,2,2,3,3,3,2,2,1,3,3,3,6,6,5,4,5,4,4,4,6,4,3,26,6,6,13,17,17,12,-1.2557084615898217,0.0274666781806622,1.6107221329212742,-1.2714872653110432,0.3939612003608871,-0.5056380693935977,1,2,2,1
5,2,2,2,3,3,1,2,3,2,3,1,1,5,2,5,5,4,1,3,5,4,6,2,523,3,5,10,12,17,8,0.5348719116567585,-0.630178880522366,0.5634804141605932,-1.2714872653110432,-0.9804353996610108,-1.0390168807489388,1,2,2,1
5,2,2,2,3,1,2,3,5,2,5,4,4,3,5,3,4,3,5,2,4,5,2,6,756,5,2,12,11,17,7,1.3743190484101855,-0.19174850805368054,0.3540320704084571,-1.2714872653110432,-1.3240345496664854,-1.5723956921042799,1,2,0,1
5,2,2,2,3,3,2,3,3,4,4,2,2,3,4,2,3,3,4,1,3,5,4,6,4,3,2,10,9,18,5,-1.3349695646309179,-0.630178880522366,-0.0648646170958153,-1.0518714575419246,-2.0112328496774343,-2.105774503459621,1,2,2,1
5,2,2,2,3,3,4,2,2,4,4,5,5,4,3,3,5,4,5,3,5,2,6,4,285,4,6,14,10,17,10,-0.322589112151463,0.24668186441500492,0.14458372665632088,-1.2714872653110432,-0.29323709965006184,-1.0390168807489388,1,2,2,1
3,1,1,3,4,3,3,4,2,2,4,3,3,3,2,2,2,4,3,1,3,4,5,3,5,4,3,9,7,15,7,-1.331366787219959,-0.8493940667567087,-0.4837613046000877,-1.7107188808492804,-1.3240345496664854,-2.105774503459621,0,3,2,0
3,2,2,5,4,2,1,1,1,1,1,1,1,2,2,1,7,7,7,6,6,6,7,7,827,6,6,21,5,26,12,1.6301162445882684,1.781188168055404,-0.90265799210436,0.7050550046110241,0.3939612003608871,0.5611195533170845,1,3,1,1
2,2,2,4,4,3,1,1,1,1,1,1,1,1,1,1,6,7,7,5,7,7,6,7,267,6,7,20,3,27,13,-0.3874391055487235,1.5619729818210613,-1.3215546796086324,0.9246708123801427,0.7375603503663616,0.02774074196174343,1,3,2,1
2,2,1,4,3,2,2,1,1,1,1,1,1,1,1,1,5,5,6,6,7,7,7,7,762,6,6,16,3,28,12,1.395935712875939,0.6851122368836904,-1.3215546796086324,1.1442866201492612,0.3939612003608871,0.5611195533170845,1,2,1,0
4,2,2,4,3,2,2,1,1,1,2,1,1,1,1,1,7,7,7,6,7,7,7,7,871,7,7,21,3,28,14,1.7886384506704607,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,2,1,1
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,714,7,6,20,3,28,13,1.223002397149911,1.5619729818210613,-1.3215546796086324,1.1442866201492612,0.7375603503663616,1.0944983646724256,1,3,1,1
2,1,2,2,3,2,3,4,4,4,5,3,3,3,4,5,3,4,3,6,5,6,6,6,873,5,4,10,12,23,9,1.7958440054923785,-0.630178880522366,0.5634804141605932,0.04620758130366836,-0.6368362496555363,0.5611195533170845,0,2,1,1
3,1,2,2,3,2,4,4,6,3,5,4,4,6,2,5,4,5,3,5,6,4,4,6,673,2,2,12,13,20,4,1.0752885233005958,-0.19174850805368054,0.7729287579127294,-0.6126398420036874,-2.354831999682909,0.02774074196174343,0,2,1,1
4,2,2,3,4,3,3,4,5,6,3,6,6,2,3,4,4,5,5,6,5,5,4,6,213,6,3,14,9,20,9,-0.5819890857405049,0.24668186441500492,-0.0648646170958153,-0.6126398420036874,-0.6368362496555363,0.5611195533170845,1,3,2,1
3,2,2,4,3,3,6,5,4,5,5,4,4,5,6,5,6,6,6,7,6,3,5,7,638,5,6,18,16,21,11,0.9491913139170337,1.123542609352376,1.401273789169138,-0.39302403423456883,0.050362050355412635,1.0944983646724256,1,2,2,1
3,2,2,4,4,3,4,2,2,3,3,4,4,3,4,3,2,3,2,4,3,5,3,5,268,4,2,7,10,16,6,-0.3838363281377646,-1.2878244392253941,0.14458372665632088,-1.4911030730801618,-1.6676336996719598,-0.5056380693935977,1,3,2,1
3,2,2,4,3,3,6,5,3,2,3,4,4,6,3,3,4,3,4,4,4,5,3,5,721,3,4,11,12,17,7,1.2482218390266235,-0.41096369428802326,0.5634804141605932,-1.2714872653110432,-1.3240345496664854,-0.5056380693935977,1,2,2,1
4,2,2,2,3,3,3,5,4,3,5,4,4,5,3,4,6,4,3,6,4,7,6,3,728,4,3,13,12,20,7,1.273441280903336,0.0274666781806622,0.5634804141605932,-0.6126398420036874,-1.3240345496664854,0.5611195533170845,1,2,2,1
4,2,2,3,2,2,4,4,4,4,3,5,5,4,5,3,3,3,3,3,3,6,6,4,437,5,4,9,12,19,9,0.22503305431429194,-0.8493940667567087,0.5634804141605932,-0.832255649772806,-0.6368362496555363,-1.0390168807489388,1,1,1,1
2,2,1,2,3,2,5,4,3,3,4,5,5,4,3,2,5,4,3,2,4,5,5,5,735,5,5,12,9,19,10,1.2986607227800484,-0.19174850805368054,-0.0648646170958153,-0.832255649772806,-0.29323709965006184,-1.5723956921042799,1,2,1,0
3,2,2,3,3,3,4,3,3,2,5,6,6,5,4,3,5,4,3,3,6,3,4,6,471,6,5,12,12,19,11,0.347527486286895,-0.19174850805368054,0.5634804141605932,-0.832255649772806,0.050362050355412635,-1.0390168807489388,1,2,2,1
2,2,1,3,3,2,4,6,6,5,4,6,6,3,2,5,5,5,4,3,4,7,6,4,463,6,6,14,10,21,12,0.3187052669992237,0.24668186441500492,0.14458372665632088,-0.39302403423456883,0.3939612003608871,-1.0390168807489388,1,2,1,0
4,2,2,2,2,2,4,5,4,4,5,4,4,2,2,3,5,5,5,3,4,4,2,5,1,5,5,15,7,15,10,-1.3457778968637948,0.46589705064934767,-0.4837613046000877,-1.7107188808492804,-0.29323709965006184,-1.0390168807489388,1,1,1,1
4,2,2,5,4,2,1,1,1,2,1,1,1,1,1,2,7,7,7,6,7,7,7,6,487,7,7,21,4,27,14,0.40517192486223763,1.781188168055404,-1.1121063358564962,0.9246708123801427,1.0811595003718362,0.5611195533170845,1,3,1,1
4,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,172,7,6,21,3,28,13,-0.7297029595898203,1.781188168055404,-1.3215546796086324,1.1442866201492612,0.7375603503663616,1.0944983646724256,1,2,1,1
3,2,1,2,3,3,2,3,2,3,2,4,4,2,2,3,4,3,3,1,3,5,3,6,56,2,4,10,7,17,6,-1.1476251392610544,-0.630178880522366,-0.4837613046000877,-1.2714872653110432,-1.6676336996719598,-2.105774503459621,1,2,2,0
4,1,1,2,4,5,3,2,3,2,3,2,2,2,3,2,3,4,2,3,4,5,4,5,6,3,3,9,7,18,6,-1.3277640098090002,-0.8493940667567087,-0.4837613046000877,-1.0518714575419246,-1.6676336996719598,-1.0390168807489388,0,3,4,0
3,2,2,2,3,3,4,5,4,5,4,5,5,4,5,5,6,5,5,6,6,6,6,5,2,6,6,16,14,23,12,-1.3421751194528357,0.6851122368836904,0.9823771016648657,0.04620758130366836,0.3939612003608871,0.5611195533170845,1,2,2,1
2,2,1,2,2,2,2,2,1,1,2,2,2,4,4,5,6,5,6,4,5,5,5,5,81,5,5,17,13,20,10,-1.0575557039870815,0.9043274231180332,0.7729287579127294,-0.6126398420036874,-0.29323709965006184,-0.5056380693935977,1,1,1,0
2,1,2,2,4,1,5,4,4,5,5,4,4,4,5,5,4,4,4,3,5,4,4,4,14,5,5,12,14,17,10,-1.2989417905213287,-0.19174850805368054,0.9823771016648657,-1.2714872653110432,-0.29323709965006184,-1.0390168807489388,0,3,0,1
2,2,2,2,3,1,2,2,1,1,1,3,3,6,6,5,4,3,3,4,4,5,5,4,41,5,4,10,17,18,9,-1.201666800425438,-0.630178880522366,1.6107221329212742,-1.0518714575419246,-0.6368362496555363,-0.5056380693935977,1,2,0,1
4,2,1,3,3,3,4,2,3,2,3,3,3,2,2,3,3,2,2,2,3,4,5,3,63,3,4,7,7,15,7,-1.122405697384342,-1.2878244392253941,-0.4837613046000877,-1.7107188808492804,-1.3240345496664854,-1.5723956921042799,1,2,2,0
4,2,2,2,4,3,2,2,3,2,4,4,4,3,2,2,2,3,4,2,4,5,3,4,64,3,4,9,7,16,7,-1.118802919973383,-0.8493940667567087,-0.4837613046000877,-1.4911030730801618,-1.3240345496664854,-1.5723956921042799,1,3,2,1
4,2,2,3,3,3,2,1,2,1,2,3,3,6,6,5,6,4,6,3,5,5,5,4,421,5,6,16,17,19,11,0.1673886157389493,0.6851122368836904,1.6107221329212742,-0.832255649772806,0.050362050355412635,-1.0390168807489388,1,2,2,1
4,2,2,2,3,3,3,2,2,2,4,5,5,3,2,2,4,3,2,3,3,6,4,3,46,3,4,9,7,16,7,-1.1836529133706435,-0.8493940667567087,-0.4837613046000877,-1.4911030730801618,-1.3240345496664854,-1.0390168807489388,1,2,2,1
4,1,2,2,3,2,3,5,4,2,2,3,3,5,2,2,3,2,2,3,3,5,4,6,87,4,4,7,9,18,8,-1.0359390395213282,-1.2878244392253941,-0.0648646170958153,-1.0518714575419246,-0.9804353996610108,-1.0390168807489388,0,2,1,1
4,2,1,2,3,3,3,4,2,5,4,2,2,3,4,2,5,3,2,2,3,6,5,4,6,5,3,10,9,18,8,-1.3277640098090002,-0.630178880522366,-0.0648646170958153,-1.0518714575419246,-0.9804353996610108,-1.5723956921042799,1,2,2,0
3,2,2,4,3,3,2,1,1,1,2,1,1,1,1,1,7,7,6,6,7,7,7,7,186,7,6,20,3,28,13,-0.6792640758363956,1.5619729818210613,-1.3215546796086324,1.1442866201492612,0.7375603503663616,0.5611195533170845,1,2,2,1
4,2,2,3,3,3,2,3,2,3,5,4,4,2,4,3,4,2,3,1,4,3,6,5,7,4,2,9,9,18,6,-1.3241612323980412,-0.8493940667567087,-0.0648646170958153,-1.0518714575419246,-1.6676336996719598,-2.105774503459621,1,2,2,1
5,2,2,2,3,2,4,2,3,5,4,5,5,5,4,4,6,3,4,4,5,1,6,5,524,3,3,13,13,17,6,0.5384746890677174,0.0274666781806622,0.7729287579127294,-1.2714872653110432,-1.6676336996719598,-0.5056380693935977,1,2,1,1
5,2,2,2,3,3,4,4,3,2,5,3,3,6,2,3,4,5,2,3,6,2,7,2,456,5,5,11,11,17,10,0.2934858251225113,-0.41096369428802326,0.3540320704084571,-1.2714872653110432,-0.29323709965006184,-1.0390168807489388,1,2,2,1
