AGE,GENDER,MARITAL_STATUS,GROSS_ANNUAL_INCOME,EDUCATION,OCCUPATION,CASH,EQUITY,INSURANCE,FIXED_DEPOSIT,GOLD,MUTUAL_FUNDS,BEH,RP1,RP2,RP3,RA1,RA2,RA3,FQPB,PBC1,PBC2,PBC3,PBC4,GOAL,BI1,BI2,RA_total,RP_total,PBC_total,BI_total,GOAL_scaled,RA_total_scaled,RP_total_scaled,PBC_total_scaled,BI_total_scaled,FQPB_scaled,GENDER_encoded,EDUCATION_encoded,OCCUPATION_encoded,MARITAL_STATUS_encoded
5,2,2,2,3,3,5,3,3,3,5,4,4,5,3,6,2,5,6,6,5,2,7,4,576,4,5,13,14,18,9,0.7258191144375811,0.0274666781806622,0.9823771016648657,-1.0518714575419246,-0.6368362496555363,0.5611195533170845,1,2,2,1
5,2,2,2,3,3,3,3,5,5,5,3,3,2,4,5,2,4,5,3,5,2,6,1,524,4,6,11,11,14,10,0.5384746890677174,-0.41096369428802326,0.3540320704084571,-1.930334688618399,-0.29323709965006184,-1.0390168807489388,1,2,2,1
5,2,2,2,3,1,1,5,5,3,4,5,5,4,2,7,5,1,7,5,5,4,3,7,257,3,5,13,13,19,8,-0.42346687965831264,0.0274666781806622,0.7729287579127294,-0.832255649772806,-0.9804353996610108,0.02774074196174343,1,2,0,1
2,2,1,5,4,2,1,1,1,1,1,1,1,1,1,1,6,7,7,5,7,7,7,7,246,7,7,20,3,28,14,-0.4630974311788607,1.5619729818210613,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.02774074196174343,1,3,1,0
2,2,1,4,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,546,7,7,21,3,28,14,0.6177357921088136,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,2,1,0
4,2,2,3,3,3,4,3,4,5,4,4,4,5,4,3,3,5,5,6,5,6,7,5,174,6,5,13,12,23,11,-0.7224974047679026,0.0274666781806622,0.5634804141605932,0.04620758130366836,0.050362050355412635,0.5611195533170845,1,2,2,1
3,2,2,3,3,3,5,4,6,2,4,5,5,5,3,4,4,3,3,5,4,7,5,4,871,3,3,10,12,20,6,1.7886384506704607,-0.630178880522366,0.5634804141605932,-0.6126398420036874,-1.6676336996719598,0.02774074196174343,1,2,2,1
5,2,2,3,4,3,3,4,5,2,4,3,3,5,4,2,5,6,4,4,4,6,6,4,274,5,4,15,11,20,9,-0.3622196636720111,0.46589705064934767,0.3540320704084571,-0.6126398420036874,-0.6368362496555363,-0.5056380693935977,1,3,2,1
3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,543,7,7,21,3,28,14,0.6069274598759369,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,0,1
3,2,2,3,3,2,3,3,4,2,3,3,3,4,4,3,3,6,4,5,3,6,5,4,374,3,5,13,11,18,8,-0.0019419225761196709,0.0274666781806622,0.3540320704084571,-1.0518714575419246,-0.9804353996610108,0.02774074196174343,1,2,1,1
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,827,7,7,21,3,28,14,1.6301162445882684,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,1,1
4,2,2,2,2,1,6,6,4,4,3,5,5,4,5,6,3,3,3,4,5,6,5,4,784,4,3,9,15,20,7,1.4751968159170352,-0.8493940667567087,1.1918254454170019,-0.6126398420036874,-1.3240345496664854,-0.5056380693935977,1,1,0,1
2,2,2,2,2,1,2,2,4,2,4,3,3,3,2,3,6,4,5,3,3,7,7,5,854,4,5,15,8,22,9,1.7273912346841591,0.46589705064934767,-0.2743129608479515,-0.17340822646545023,-0.6368362496555363,-1.0390168807489388,1,1,0,1
2,2,1,2,3,2,5,6,3,3,3,5,5,2,3,5,6,5,6,3,4,7,4,7,824,4,2,17,10,22,6,1.6193079123553917,0.9043274231180332,0.14458372665632088,-0.17340822646545023,-1.6676336996719598,-1.0390168807489388,1,2,1,0
2,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,7,267,7,7,21,3,28,14,-0.3874391055487235,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,2,1,1
3,1,2,3,3,3,6,6,4,6,4,5,5,3,2,5,6,5,4,4,3,7,7,5,268,5,3,15,10,22,8,-0.3838363281377646,0.46589705064934767,0.14458372665632088,-0.17340822646545023,-0.9804353996610108,-0.5056380693935977,0,2,2,1
5,2,2,2,3,1,5,1,6,2,4,1,1,2,4,3,5,2,4,4,5,2,7,6,854,6,2,11,9,20,8,1.7273912346841591,-0.41096369428802326,-0.0648646170958153,-0.6126398420036874,-0.9804353996610108,-0.5056380693935977,1,2,0,1
3,2,2,3,3,3,4,3,3,5,6,5,5,2,3,5,2,2,3,3,6,2,3,6,368,3,3,7,10,17,6,-0.023558587041873157,-1.2878244392253941,0.14458372665632088,-1.2714872653110432,-1.6676336996719598,-1.0390168807489388,1,2,2,1
4,2,2,3,2,2,3,3,6,4,3,5,5,5,4,6,6,4,5,3,4,7,6,4,287,5,4,15,15,21,9,-0.3153835573295452,0.46589705064934767,1.1918254454170019,-0.39302403423456883,-0.6368362496555363,-1.0390168807489388,1,1,1,1
5,2,2,2,3,3,4,1,5,3,5,4,4,5,4,2,4,6,2,4,5,2,6,4,564,3,5,12,11,17,8,0.6825857855060741,-0.19174850805368054,0.3540320704084571,-1.2714872653110432,-0.9804353996610108,-0.5056380693935977,1,2,2,1
5,2,2,6,4,1,1,1,1,1,1,1,1,1,2,1,6,6,7,6,7,6,6,6,173,7,7,19,4,25,14,-0.7261001821788614,1.3427577955867187,-1.1121063358564962,0.4854391968419055,1.0811595003718362,0.5611195533170845,1,3,0,1
5,2,2,5,4,1,1,2,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,6,427,6,6,21,3,27,12,0.18900528020470278,1.781188168055404,-1.3215546796086324,0.9246708123801427,0.3939612003608871,0.5611195533170845,1,3,0,1
3,2,2,3,3,2,3,5,3,4,4,4,4,4,4,4,4,5,4,3,5,5,4,5,743,5,3,13,12,19,8,1.3274829420677197,0.0274666781806622,0.5634804141605932,-0.832255649772806,-0.9804353996610108,-1.0390168807489388,1,2,1,1
3,2,2,3,2,2,4,6,3,4,3,3,3,3,4,4,6,6,6,4,3,7,6,3,358,4,5,18,11,19,9,-0.0595863611514623,1.123542609352376,0.3540320704084571,-0.832255649772806,-0.6368362496555363,-0.5056380693935977,1,1,1,1
3,2,2,3,3,1,5,6,2,5,3,3,3,4,6,2,3,4,6,3,6,5,4,6,386,4,6,13,12,21,10,0.0412914063553873,0.0274666781806622,0.5634804141605932,-0.39302403423456883,-0.29323709965006184,-1.0390168807489388,1,2,0,1
2,2,1,2,3,2,3,3,2,4,3,3,3,5,6,6,4,4,5,4,5,7,6,5,236,5,3,13,17,23,8,-0.49912520528844984,0.0274666781806622,1.6107221329212742,0.04620758130366836,-0.9804353996610108,-0.5056380693935977,1,2,1,0
4,2,2,4,4,3,4,5,5,5,6,3,3,4,6,3,5,4,3,4,3,6,6,4,728,4,2,12,13,19,6,1.273441280903336,-0.19174850805368054,0.7729287579127294,-0.832255649772806,-1.6676336996719598,-0.5056380693935977,1,3,2,1
2,2,1,2,3,2,2,6,5,6,3,4,4,5,5,3,2,5,3,3,7,5,5,7,475,4,3,10,13,24,7,0.3619385959307307,-0.630178880522366,0.7729287579127294,0.26582338907278696,-1.3240345496664854,-1.0390168807489388,1,2,1,0
4,2,2,3,4,3,2,3,3,3,4,4,4,5,5,3,3,5,4,3,4,7,4,7,782,4,3,12,13,22,7,1.4679912610951174,-0.19174850805368054,0.7729287579127294,-0.17340822646545023,-1.3240345496664854,-1.0390168807489388,1,3,2,1
4,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,267,7,7,21,3,28,14,-0.3874391055487235,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,2,2,1
3,2,2,3,2,2,3,3,5,5,3,3,3,6,6,3,3,3,5,4,4,7,6,4,837,3,6,11,15,21,9,1.6661440186978576,-0.41096369428802326,1.1918254454170019,-0.39302403423456883,-0.6368362496555363,-0.5056380693935977,1,1,1,1
4,2,2,3,3,1,3,6,2,4,3,4,4,6,5,4,3,4,3,6,7,3,6,5,314,4,5,10,15,21,9,-0.21810856723365452,-0.630178880522366,1.1918254454170019,-0.39302403423456883,-0.6368362496555363,0.5611195533170845,1,2,0,1
4,1,2,3,3,2,6,3,5,2,3,2,2,4,2,3,5,2,3,3,4,7,5,6,678,4,5,10,9,22,9,1.0933024103553903,-0.630178880522366,-0.0648646170958153,-0.17340822646545023,-0.6368362496555363,-1.0390168807489388,0,2,1,1
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,7,721,7,7,21,3,28,14,1.2482218390266235,1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845,1,3,1,1
2,2,2,4,3,3,1,1,1,3,2,1,1,1,1,1,7,7,7,5,7,6,6,6,672,7,6,21,3,25,13,1.0716857458896367,1.781188168055404,-1.3215546796086324,0.4854391968419055,0.7375603503663616,0.02774074196174343,1,2,2,1
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,6,6,6,6,7,7,7,872,7,6,19,3,27,13,1.7922412280814197,1.3427577955867187,-1.3215546796086324,0.9246708123801427,0.7375603503663616,0.5611195533170845,1,3,1,1
3,2,2,3,4,2,2,4,3,1,3,1,1,2,1,2,4,4,5,7,6,6,7,7,728,7,6,13,5,26,13,1.273441280903336,0.0274666781806622,-0.90265799210436,0.7050550046110241,0.7375603503663616,1.0944983646724256,1,3,1,1
3,2,2,3,3,1,4,3,2,1,4,1,1,1,2,2,7,4,7,7,6,7,7,7,287,7,6,18,5,27,13,-0.3153835573295452,1.123542609352376,-0.90265799210436,0.9246708123801427,0.7375603503663616,1.0944983646724256,1,2,0,1
4,2,2,3,4,2,3,5,2,3,2,1,1,1,1,1,6,5,6,7,6,7,7,7,342,6,7,17,3,27,13,-0.11723079972680493,0.9043274231180332,-1.3215546796086324,0.9246708123801427,0.7375603503663616,1.0944983646724256,1,3,1,1
4,1,2,3,4,2,3,4,3,2,3,1,1,1,2,2,3,1,2,6,6,7,7,7,826,6,7,6,5,27,13,1.6265134671773096,-1.507039625459737,-0.90265799210436,0.9246708123801427,0.7375603503663616,0.5611195533170845,0,3,1,1
4,2,2,3,4,2,2,4,4,1,4,1,1,1,1,1,6,4,6,7,6,7,7,7,438,7,6,16,3,27,13,0.22863583172525084,0.6851122368836904,-1.3215546796086324,0.9246708123801427,0.7375603503663616,1.0944983646724256,1,3,1,1
4,2,2,3,4,2,2,2,4,1,3,1,1,1,1,1,7,5,7,6,6,6,7,7,278,6,6,19,3,26,12,-0.34780855402817545,1.3427577955867187,-1.3215546796086324,0.7050550046110241,0.3939612003608871,0.5611195533170845,1,3,1,1
3,2,2,2,3,2,2,4,2,2,3,1,1,2,2,2,3,2,3,6,6,7,7,5,823,6,7,8,6,25,13,1.615705134944433,-1.0686092529910514,-0.6932096483522239,0.4854391968419055,0.7375603503663616,0.5611195533170845,1,2,1,1
4,1,2,3,4,1,1,3,2,2,4,1,1,1,1,2,4,3,5,6,7,7,5,5,342,7,6,12,4,24,13,-0.11723079972680493,-0.19174850805368054,-1.1121063358564962,0.26582338907278696,0.7375603503663616,0.5611195533170845,0,3,0,1
3,2,2,3,3,2,2,3,3,1,4,1,1,2,2,1,6,4,5,5,6,6,7,7,378,6,7,15,5,26,13,0.012469187067715987,0.46589705064934767,-0.90265799210436,0.7050550046110241,0.7375603503663616,0.02774074196174343,1,2,1,1
5,2,2,2,3,3,3,1,6,6,6,1,1,1,2,2,6,6,1,6,5,6,7,6,341,1,2,13,5,24,3,-0.12083357713776384,0.0274666781806622,-0.90265799210436,0.26582338907278696,-2.6984311496883833,0.5611195533170845,1,2,2,1
4,2,2,6,4,3,5,6,4,3,2,1,1,3,2,2,3,2,3,5,7,6,7,7,481,4,6,8,7,27,10,0.3835552603964842,-1.0686092529910514,-0.4837613046000877,0.9246708123801427,-0.29323709965006184,0.02774074196174343,1,3,2,1
4,2,2,6,4,2,4,4,3,3,2,4,4,5,5,6,3,6,3,2,2,2,1,2,314,3,3,12,16,7,6,-0.21810856723365452,-0.19174850805368054,1.401273789169138,-3.467645343002229,-1.6676336996719598,-1.5723956921042799,1,3,1,1
4,2,2,3,4,2,2,4,4,2,3,1,1,1,1,1,2,1,1,7,7,7,6,6,742,6,6,4,3,26,12,1.3238801646567608,-1.9454699979284225,-1.3215546796086324,0.7050550046110241,0.3939612003608871,1.0944983646724256,1,3,1,1
4,2,2,2,4,2,4,4,4,5,6,4,4,3,1,2,6,4,3,4,5,5,6,4,167,3,6,13,6,20,9,-0.7477168466446149,0.0274666781806622,-0.6932096483522239,-0.6126398420036874,-0.6368362496555363,-0.5056380693935977,1,3,1,1
4,2,2,3,4,1,2,3,4,1,4,1,1,1,2,1,4,2,4,5,5,6,6,6,523,6,7,10,4,23,13,0.5348719116567585,-0.630178880522366,-1.1121063358564962,0.04620758130366836,0.7375603503663616,0.02774074196174343,1,3,0,1
3,2,2,3,4,2,3,1,2,2,2,1,1,1,3,1,1,1,2,5,6,6,5,7,438,6,7,4,5,24,13,0.22863583172525084,-1.9454699979284225,-0.90265799210436,0.26582338907278696,0.7375603503663616,0.02774074196174343,1,3,1,1
3,2,2,3,4,2,4,1,3,1,3,1,1,1,1,1,6,4,4,6,7,5,5,6,487,6,7,14,3,23,13,0.40517192486223763,0.24668186441500492,-1.3215546796086324,0.04620758130366836,0.7375603503663616,0.5611195533170845,1,3,1,1
4,2,2,3,3,2,4,1,3,2,4,1,1,2,2,1,6,3,6,7,5,5,7,5,832,5,7,15,5,22,12,1.648130131643063,0.46589705064934767,-0.90265799210436,-0.17340822646545023,0.3939612003608871,1.0944983646724256,1,2,1,1
4,2,2,5,3,2,4,3,4,3,3,2,2,2,2,2,5,6,5,6,6,6,6,6,251,7,7,16,6,24,14,-0.44508354412406614,0.6851122368836904,-0.6932096483522239,0.26582338907278696,1.0811595003718362,0.5611195533170845,1,2,1,1
6,2,2,3,4,4,4,1,4,3,2,2,2,3,3,5,6,6,6,5,5,6,7,7,124,5,6,18,11,25,11,-0.9026362753158482,1.123542609352376,0.3540320704084571,0.4854391968419055,0.050362050355412635,0.02774074196174343,1,3,3,1
5,2,2,6,4,2,6,5,5,5,3,3,3,2,3,4,2,2,5,6,5,5,6,6,714,6,6,9,9,22,12,1.223002397149911,-0.8493940667567087,-0.0648646170958153,-0.17340822646545023,0.3939612003608871,0.5611195533170845,1,3,1,1
2,2,1,2,4,2,4,1,6,6,6,1,1,5,6,2,6,6,1,6,1,5,5,6,127,6,6,13,13,17,12,-0.8918279430829715,0.0274666781806622,0.7729287579127294,-1.2714872653110432,0.3939612003608871,0.5611195533170845,1,3,1,0
4,2,2,5,3,3,4,5,6,3,2,5,5,5,3,4,6,5,6,6,6,7,6,6,4,6,5,17,12,25,11,-1.3349695646309179,0.9043274231180332,0.5634804141605932,0.4854391968419055,0.050362050355412635,0.5611195533170845,1,2,2,1
4,2,2,4,4,2,6,1,5,6,4,2,2,2,2,2,1,3,2,5,6,6,6,6,481,6,6,6,6,24,12,0.3835552603964842,-1.507039625459737,-0.6932096483522239,0.26582338907278696,0.3939612003608871,0.02774074196174343,1,3,1,1
4,2,2,6,3,2,4,4,4,2,3,1,1,5,3,3,2,3,2,7,7,7,7,7,415,7,7,7,11,28,14,0.1457719512731958,-1.2878244392253941,0.3540320704084571,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,2,1,1
3,2,2,6,4,3,3,3,6,3,5,5,5,6,6,6,6,6,5,6,4,4,4,4,5,5,5,17,18,16,10,-1.331366787219959,0.9043274231180332,1.8201704766734104,-1.4911030730801618,-0.29323709965006184,0.5611195533170845,1,3,2,1
3,2,2,6,4,2,6,2,6,5,6,1,1,1,2,2,3,5,2,7,7,7,7,7,412,7,7,10,5,28,14,0.13496361904031906,-0.630178880522366,-0.90265799210436,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,3,1,1
3,2,2,6,4,2,6,6,6,6,5,1,1,3,2,1,2,2,2,6,7,7,7,7,185,7,6,6,6,28,13,-0.6828668532473545,-1.507039625459737,-0.6932096483522239,1.1442866201492612,0.7375603503663616,0.5611195533170845,1,3,1,1
2,2,1,5,3,2,6,2,6,6,6,1,1,3,2,4,4,5,3,7,7,7,7,7,264,7,7,12,9,28,14,-0.39824743778160027,-0.19174850805368054,-0.0648646170958153,1.1442866201492612,1.0811595003718362,1.0944983646724256,1,2,1,0
3,2,2,2,3,2,3,1,4,1,5,4,4,2,2,3,6,5,2,1,4,5,7,5,1,5,5,13,7,21,10,-1.3457778968637948,0.0274666781806622,-0.4837613046000877,-0.39302403423456883,-0.29323709965006184,-2.105774503459621,1,2,1,1
2,2,1,3,4,2,1,3,5,6,6,3,3,3,2,2,6,5,6,5,7,7,7,7,714,7,7,17,7,28,14,1.223002397149911,0.9043274231180332,-0.4837613046000877,1.1442866201492612,1.0811595003718362,0.02774074196174343,1,3,1,0
4,2,2,5,4,3,4,1,5,4,6,6,6,2,3,2,1,3,2,4,6,7,7,6,8,6,6,6,7,26,12,-1.3205584549870824,-1.507039625459737,-0.4837613046000877,0.7050550046110241,0.3939612003608871,-0.5056380693935977,1,3,2,1
3,1,2,3,4,2,4,3,4,4,4,3,3,3,2,2,7,7,5,6,4,4,5,4,187,5,5,19,7,17,10,-0.6756612984254367,1.3427577955867187,-0.4837613046000877,-1.2714872653110432,-0.29323709965006184,0.5611195533170845,0,3,1,1
2,2,2,4,4,2,6,3,6,6,6,1,1,2,2,5,6,5,1,7,5,7,7,7,621,7,6,12,9,26,13,0.8879440979307321,-0.19174850805368054,-0.0648646170958153,0.7050550046110241,0.7375603503663616,1.0944983646724256,1,3,1,1
3,2,3,6,4,2,5,4,2,4,4,2,2,1,2,1,3,6,3,7,6,6,7,6,421,7,7,12,4,25,14,0.1673886157389493,-0.19174850805368054,-1.1121063358564962,0.4854391968419055,1.0811595003718362,1.0944983646724256,1,3,1,2
4,2,2,3,3,3,3,3,1,5,4,2,2,3,2,4,1,1,1,6,7,5,6,7,428,7,7,3,9,25,14,0.19260805761566172,-2.164685184162765,-0.0648646170958153,0.4854391968419055,1.0811595003718362,0.5611195533170845,1,2,2,1
5,2,2,3,3,3,2,4,1,3,4,1,1,1,2,1,1,2,2,6,6,7,6,7,472,7,7,5,4,26,14,0.35113026369785394,-1.7262548116940797,-1.1121063358564962,0.7050550046110241,1.0811595003718362,0.5611195533170845,1,2,2,1
4,1,2,2,3,3,3,3,3,1,4,1,1,2,2,1,2,2,2,6,7,7,6,7,82,7,7,6,5,27,14,-1.0539529265761227,-1.507039625459737,-0.90265799210436,0.9246708123801427,1.0811595003718362,0.5611195533170845,0,2,2,1
3,2,2,3,4,1,3,4,3,1,3,1,1,1,2,2,2,2,1,5,7,6,6,7,74,6,7,5,5,26,13,-1.082775145863794,-1.7262548116940797,-0.90265799210436,0.7050550046110241,0.7375603503663616,0.02774074196174343,1,3,0,1
3,1,2,2,4,1,4,2,2,1,4,1,1,2,1,2,2,1,2,6,7,7,7,6,82,7,7,5,5,27,14,-1.0539529265761227,-1.7262548116940797,-0.90265799210436,0.9246708123801427,1.0811595003718362,0.5611195533170845,0,3,0,1
3,2,2,2,3,3,3,4,4,1,3,1,1,2,2,1,2,1,2,6,7,7,7,6,7,6,7,5,5,27,13,-1.3241612323980412,-1.7262548116940797,-0.90265799210436,0.9246708123801427,0.7375603503663616,0.5611195533170845,1,2,2,1
4,2,2,3,3,3,3,2,3,1,3,1,1,1,2,1,2,7,6,6,7,6,7,7,7,7,7,15,4,27,14,-1.3241612323980412,0.46589705064934767,-1.1121063358564962,0.9246708123801427,1.0811595003718362,0.5611195533170845,1,2,2,1
3,2,2,3,3,3,3,2,2,1,3,1,1,1,2,1,2,2,1,6,7,6,7,7,27,7,7,5,4,27,14,-1.252105684178863,-1.7262548116940797,-1.1121063358564962,0.9246708123801427,1.0811595003718362,0.5611195533170845,1,2,2,1
3,1,1,2,4,2,4,4,1,1,4,1,1,2,1,2,1,2,2,5,7,7,7,7,72,7,7,5,5,28,14,-1.0899807006857118,-1.7262548116940797,-0.90265799210436,1.1442866201492612,1.0811595003718362,0.02774074196174343,0,3,1,0
4,2,2,3,3,3,4,4,2,1,4,2,2,2,2,1,2,1,2,4,7,7,7,7,82,7,7,5,5,28,14,-1.0539529265761227,-1.7262548116940797,-0.90265799210436,1.1442866201492612,1.0811595003718362,-0.5056380693935977,1,2,2,1
4,2,2,3,3,2,4,3,3,1,4,1,1,3,2,1,4,5,4,6,5,7,7,6,243,6,5,13,6,25,11,-0.47390576341173746,0.0274666781806622,-0.6932096483522239,0.4854391968419055,0.050362050355412635,0.5611195533170845,1,2,1,1
3,2,2,3,4,1,2,3,1,2,4,1,1,1,1,1,5,2,5,7,5,7,6,6,473,6,5,12,3,24,11,0.3547330411088128,-0.19174850805368054,-1.3215546796086324,0.26582338907278696,0.050362050355412635,1.0944983646724256,1,3,0,1
4,2,2,3,4,2,2,2,3,1,4,1,1,2,1,2,4,1,2,7,6,5,5,6,523,6,5,7,5,22,11,0.5348719116567585,-1.2878244392253941,-0.90265799210436,-0.17340822646545023,0.050362050355412635,1.0944983646724256,1,3,1,1
4,2,2,3,4,2,1,2,3,2,2,1,1,1,2,1,5,1,7,6,6,6,5,6,681,6,7,13,4,23,13,1.104110742588267,0.0274666781806622,-1.1121063358564962,0.04620758130366836,0.7375603503663616,0.5611195533170845,1,3,1,1
3,1,2,2,4,2,4,3,1,2,4,1,1,1,3,3,6,2,6,5,6,7,7,7,834,7,6,14,7,27,13,1.6553356864649809,0.24668186441500492,-0.4837613046000877,0.9246708123801427,0.7375603503663616,0.02774074196174343,0,3,1,1
